Date,Area,Location,CommonName,SpeciesName,Fate,Reason.for.euthanasia,Marine.Park,Latitude,Longitude
10/8/2016,Townsville,Florence Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/8/2016,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/8/2016,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/8/2016,Mackay,Eimeo Beach,Shovelnosed Ray,Aptychotrema Rostrata,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/8/2016,Townsville,Nelly Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/8/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/8/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/8/2016,Townsville,Nelly Bay,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/8/2016,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/8/2016,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/8/2016,Cairns,Trinity,Giant Trevally,Caranx Sexfasciatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/8/2016,Townsville,Horseshoe Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/8/2016,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/8/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/8/2016,Townsville,Horseshoe Bay,Scalloped Hammerhead,Sphyrna Lewini,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/8/2016,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/8/2016,Townsville,Palarenda Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/9/2016,Townsville,Nelly Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/9/2016,Townsville,Alma Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/9/2016,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/9/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/9/2016,Cairns,Clifton,Creek Whaler,Carcharhinus Fitzroyensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/9/2016,Cairns,Trinity,Milk Shark,Rhizoprionodon Acutus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/9/2016,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/9/2016,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
20/9/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/9/2016,Capricorn Coast,Kemp Beach,Shovelnosed Ray,Aptychotrema Rostrata,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/9/2016,Capricorn Coast,Emu Park,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/9/2016,Capricorn Coast,Emu Park,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/9/2016,Capricorn Coast,Tanby Point,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/9/2016,Townsville,Florence Bay,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/9/2016,Townsville,Horseshoe Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/9/2016,Cairns,Clifton,Scalloped Hammerhead,Sphyrna Lewini,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
1/10/2016,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/10/2016,Gladstone,Tannum Sands,Hardnose Whaler,Carcharhinus Malcloti,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/10/2016,Capricorn Coast,Fishermans Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/10/2016,Capricorn Coast,Emu Park,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/10/2016,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/10/2016,Townsville,Florence Bay,Catfish,Neoarius Graeffei,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/10/2016,Townsville,Horseshoe Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/10/2016,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/10/2016,Townsville,Picnic Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/10/2016,Capricorn Coast,Kemp Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2016,Cairns,Holloways,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2016,Townsville,Horseshoe Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2016,Townsville,Alma Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/10/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/10/2016,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/10/2016,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
1/11/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/11/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/11/2016,Cairns,Ellis Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/11/2016,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/11/2016,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/11/2016,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/11/2016,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/11/2016,Cairns,Trinity,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/11/2016,Cairns,Holloways,Aust Sharpnose Shark,Rhizoprionodon Taylori,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/11/2016,Cairns,Clifton,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/11/2016,Cairns,Trinity,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/11/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/11/2016,Cairns,Palm Cove,Hardnose Whaler,Carcharhinus Malcloti,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/11/2016,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2016,Townsville,Alma Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2016,Townsville,Radical Bay,Milk Shark,Rhizoprionodon Acutus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2016,Townsville,Radical Bay,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2016,Townsville,Picnic Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/11/2016,Cairns,Ellis Beach,Hardnose Whaler,Carcharhinus Malcloti,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/11/2016,Capricorn Coast,Lammermoor Beach,Hardnose Whaler,Carcharhinus Malcloti,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/11/2016,Townsville,Nelly Bay,Sharptooth Shark,Negaprion Acutidents,,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/11/2016,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/11/2016,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/11/2016,Capricorn Coast,Lammermoor Beach,Hardnose Whaler,Carcharhinus Malcloti,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/11/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/11/2016,Townsville,Radical Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/12/2016,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/12/2016,Cairns,Holloways,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/12/2016,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/12/2016,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/12/2016,Gladstone,Tannum Sands,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/12/2016,Cairns,Palm Cove,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/12/2016,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2016,Townsville,Palarenda Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/12/2016,Capricorn Coast,Mullambin Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/12/2016,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/12/2016,Townsville,Florence Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/12/2016,Townsville,Picnic Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/12/2016,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/12/2016,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
31/12/2016,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
31/12/2016,Townsville,Nelly Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/1/2017,Gladstone,Tannum Sands,Blacktip Reef Whaler,Carcharhinus Melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/1/2017,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/1/2017,Capricorn Coast,Cooee Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/1/2017,Cairns,Buchans,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/1/2017,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/1/2017,Townsville,Horseshoe Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/1/2017,Cairns,Clifton,Hardnose Whaler,Carcharhinus Malcloti,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/1/2017,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/1/2017,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/1/2017,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/1/2017,Cairns,Trinity,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/1/2017,Capricorn Coast,Fishermans Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/1/2017,Cairns,Palm Cove,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/1/2017,Townsville,Florence Bay,Scalloped Hammerhead,Sphyrna Lewini,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/1/2017,Mackay,Bucasia Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/1/2017,Mackay,Bucasia Beach,Tawny Shark,Nebrius Ferrugineus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/1/2017,Mackay,Bucasia Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/1/2017,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/1/2017,Cairns,Buchans,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/1/2017,Townsville,Horseshoe Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/1/2017,Townsville,Horseshoe Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/1/2017,Townsville,Horseshoe Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/1/2017,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/1/2017,Townsville,Nelly Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/1/2017,Townsville,Palarenda Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/1/2017,Cairns,Holloways,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/1/2017,Gladstone,Tannum Sands,Blacktip Reef Whaler,Carcharhinus Melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/1/2017,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/1/2017,Cairns,Yorkeys,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/1/2017,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/1/2017,Cairns,Trinity,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/1/2017,Cairns,Holloways,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/1/2017,Cairns,Holloways,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/1/2017,Capricorn Coast,Tanby Point,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/2/2017,Capricorn Coast,Fishermans Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/2/2017,Townsville,Horseshoe Bay,"Groper, Qld",Epinephelus Lanceolatus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/2/2017,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/2/2017,Capricorn Coast,Yeppoon Beach,Jewfish,Argyrosomus Japonicus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/2/2017,Townsville,Picnic Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/2/2017,Gladstone,Tannum Sands,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
20/2/2017,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
20/2/2017,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/2/2017,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/2/2017,Gladstone,Tannum Sands,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/2/2017,Gladstone,Tannum Sands,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/2/2017,Gladstone,Tannum Sands,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/2/2017,Gladstone,Tannum Sands,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
1/3/2017,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/3/2017,Townsville,Palarenda Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/3/2017,Townsville,Palarenda Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/3/2017,Gladstone,Tannum Sands,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/3/2017,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/3/2017,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/3/2017,Capricorn Coast,Yeppoon Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/3/2017,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/3/2017,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/3/2017,Cairns,Buchans,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/3/2017,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/3/2017,Cairns,Holloways,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/3/2017,Cairns,Palm Cove,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/3/2017,Capricorn Coast,Fishermans Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/3/2017,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/3/2017,Mackay,Blacks Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/3/2017,Cairns,Buchans,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/3/2017,Cairns,Clifton,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/3/2017,Townsville,Nelly Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/3/2017,Townsville,Nelly Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
